id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,parent_categories,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
uSIaxBYpL5z6bNYm6GdL2Q,the-hat-murrieta,The Hat,https://s3-media1.fl.yelpcdn.com/bphoto/xUi8pTlZfDUEcbNEDMJMUg/o.jpg,False,https://www.yelp.com/biz/the-hat-murrieta?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,424,"burgers, hotdog, comfortfood",3.5,['delivery'],$$,+19513042244,(951) 304-2244,20120.101971852557,,33.5549471952721,-117.179425432051,40476 Murrieta Hot Springs,,,Murrieta,92563,US,CA,"['40476 Murrieta Hot Springs', 'Murrieta, CA 92563']"
CFzHvP084bX8n9y3JpOi7g,thirstea-temecula,ThirsTea,https://s3-media2.fl.yelpcdn.com/bphoto/G3WoYBGjKQTSkpMw0C2ttg/o.jpg,False,https://www.yelp.com/biz/thirstea-temecula?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,128,"coffee, bubbletea",4.5,['delivery'],,+19515878770,(951) 587-8770,23558.831341699326,,33.537992,-117.14289,27287 Nicolas Rd,Suite B103,,Temecula,92591,US,CA,"['27287 Nicolas Rd', 'Suite B103', 'Temecula, CA 92591']"
pWCnbiz8ZDeTMOOG_gHzWA,dominos-pizza-sun-city-3,Domino's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/nWz5qafY4z3L3iaSGxG6pg/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-sun-city-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,144,"sandwiches, pizza, chicken_wings",2.0,[],$,+19516721545,(951) 672-1545,6016.316451704092,,33.711248,-117.19059,26920 Cherry Hills Blvd,,,Sun City,92586,US,CA,"['26920 Cherry Hills Blvd', 'Sun City, CA 92586']"
X5YcaJodAIkMUSnKSEGodA,del-taco-menifee,Del Taco,https://s3-media4.fl.yelpcdn.com/bphoto/XOj_WPLZAhqKyqZ7YYcdsA/o.jpg,False,https://www.yelp.com/biz/del-taco-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,164,"mexican, hotdogs",1.5,['delivery'],$,+19512443722,(951) 244-3722,4526.103495945356,,33.68544,-117.20649,25900 Newport Rd,,,Menifee,92584,US,CA,"['25900 Newport Rd', 'Menifee, CA 92584']"
1AQKVYkurY1riEwmol7-Ew,jack-in-the-box-menifee,Jack in the Box,https://s3-media1.fl.yelpcdn.com/bphoto/IQFIW6zL6s3fZoY_cQyGlg/o.jpg,False,https://www.yelp.com/biz/jack-in-the-box-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,71,"burgers, hotdogs, tacos",3.0,['delivery'],$,+19516791159,(951) 679-1159,8048.714163611192,,33.6840259,-117.167698144913,30111 Antelope Dr,,,Menifee,92584,US,CA,"['30111 Antelope Dr', 'Menifee, CA 92584']"
F3PhfY8HcaQlDF7kpEGyBA,panera-bread-lake-elsinore,Panera Bread,https://s3-media1.fl.yelpcdn.com/bphoto/I-hBDRSrn0rJIRj9mAetjw/o.jpg,False,https://www.yelp.com/biz/panera-bread-lake-elsinore?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,121,"soup, sandwiches, salad",2.5,"['delivery', 'pickup']",,+19512538062,(951) 253-8062,7932.689714832932,,33.6899746,-117.3386411,18300 Collier Ave,,,Lake Elsinore,92530,US,CA,"['18300 Collier Ave', 'Lake Elsinore, CA 92530']"
SAlqlUmgT0YonHG07OZf7g,taco-bell-menifee,Taco Bell,https://s3-media1.fl.yelpcdn.com/bphoto/n9IR6BWME1QV6xRUKQkqew/o.jpg,False,https://www.yelp.com/biz/taco-bell-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,86,"mexican, hotdogs",3.0,['delivery'],$,+19513013747,(951) 301-3747,8060.571207135471,,33.68355,-117.16768,30115 Antelope Road,,,Menifee,92584,US,CA,"['30115 Antelope Road', 'Menifee, CA 92584']"
6b1csRoXHGqwc4n690i8eQ,lake-elsinore-lake-elsinore,Lake Elsinore,https://s3-media2.fl.yelpcdn.com/bphoto/_3WG4x9i2qvJQwucjfMfrA/o.jpg,False,https://www.yelp.com/biz/lake-elsinore-lake-elsinore?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,59,lakes,3.0,[],,,,8691.64898544537,,33.67261,-117.34255,W Lakeshore Dr And Davis St,,,Lake Elsinore,92532,US,CA,"['W Lakeshore Dr And Davis St', 'Lake Elsinore, CA 92532']"
BOoeQJJRm9YR-G_dJe139Q,carls-jr-sun-city,Carl's Jr,https://s3-media4.fl.yelpcdn.com/bphoto/tt_4kjVlNpMdZrBX8fIjIA/o.jpg,False,https://www.yelp.com/biz/carls-jr-sun-city?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,32,"burgers, hotdogs",2.5,[],$,+19516799887,(951) 679-9887,4750.307186184249,,33.6854657557622,-117.203836380428,26100 Newport Dr,,,Sun City,92584,US,CA,"['26100 Newport Dr', 'Sun City, CA 92584']"
2mjwSMgLS5KjaubcqOMnIQ,ostioneria-villa-marina-perris,Ostioneria Villa Marina,https://s3-media1.fl.yelpcdn.com/bphoto/vDREG9qfBZnLY636XwgySw/o.jpg,False,https://www.yelp.com/biz/ostioneria-villa-marina-perris?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,9,seafood,4.5,[],,+19513554662,(951) 355-4662,9444.918401651623,,33.781562,-117.245061,546 Indian Hills Cir,Ste L,,Perris,92570,US,CA,"['546 Indian Hills Cir', 'Ste L', 'Perris, CA 92570']"
-f_MxtblqkSuB_ecFG7Nbw,el-comal-2-menifee,El Comal #2,https://s3-media3.fl.yelpcdn.com/bphoto/9uQ3KLEfA5wl4wk1X89Yyw/o.jpg,False,https://www.yelp.com/biz/el-comal-2-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,40,mexican,3.0,['delivery'],$$,+19514589392,(951) 458-9392,5895.186665303047,,33.7123335436059,-117.192330211401,27192 Sun City Blvd,Ste F,,Menifee,92586,US,CA,"['27192 Sun City Blvd', 'Ste F', 'Menifee, CA 92586']"
K5FUZnm6o5Q2JoACRfEd4Q,dairy-queen-lake-elsinore,Dairy Queen,https://s3-media2.fl.yelpcdn.com/bphoto/pp4Jk6jzTAo4p8rz27dn8g/o.jpg,False,https://www.yelp.com/biz/dairy-queen-lake-elsinore?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,37,"icecream, hotdogs",3.5,"['delivery', 'pickup']",$,+19512451248,(951) 245-1248,9183.935660881329,,33.700705,-117.351866,17600 Collier Ave,Ste G159,,Lake Elsinore,92530,US,CA,"['17600 Collier Ave', 'Ste G159', 'Lake Elsinore, CA 92530']"
JJVkXTrewFPyE9QoR_JvOg,pizza-hut-menifee-3,Pizza Hut,https://s3-media1.fl.yelpcdn.com/bphoto/x5zskRWEwDxKHn5TBw-9nA/o.jpg,False,https://www.yelp.com/biz/pizza-hut-menifee-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,93,"pizza, hotdogs, chicken_wings",2.0,['delivery'],$,+19513015105,(951) 301-5105,4614.707522313936,,33.686127,-117.205138259561,26100 Newport Rd,Ste 14,,Menifee,92584,US,CA,"['26100 Newport Rd', 'Ste 14', 'Menifee, CA 92584']"
yIy2Ol5i-stdFEidUL6_Xw,los-jilbertos-taco-shop-perris-2,Los Jilbertos Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/fmHVhDApCkS96Vf_OsOaKA/o.jpg,False,https://www.yelp.com/biz/los-jilbertos-taco-shop-perris-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,17,mexican,4.0,['delivery'],,+19519408226,(951) 940-8226,9971.429354638962,,33.78199,-117.21913,511 E 4th St,Ste 8,,Perris,92570,US,CA,"['511 E 4th St', 'Ste 8', 'Perris, CA 92570']"
X3QTRcPGqvmw0Lmn0GUrWw,el-nuevo-tarasco-perris,El Nuevo Tarasco,https://s3-media2.fl.yelpcdn.com/bphoto/8yjz561T-LhNxMJu0fiv4g/o.jpg,False,https://www.yelp.com/biz/el-nuevo-tarasco-perris?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,30,mexican,3.5,[],,+19512381871,(951) 238-1871,9560.163801818228,,33.780397,-117.228593,539 S D St,,,Perris,92570,US,CA,"['539 S D St', 'Perris, CA 92570']"
kp0VIIHduhfVQSvsgRtskg,canyon-lake-city-of-canyon-lake,Canyon Lake City of,https://s3-media2.fl.yelpcdn.com/bphoto/ZFBZ7gg33V7WqwcmNtjNrw/o.jpg,False,https://www.yelp.com/biz/canyon-lake-city-of-canyon-lake?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,10,localflavor,3.5,[],,+19512442955,(951) 244-2955,2712.495742603925,,33.67255,-117.25148,31516 Railroad Canyon Rd,,,Canyon Lake,92587,US,CA,"['31516 Railroad Canyon Rd', 'Canyon Lake, CA 92587']"
LTfnD6jXhUCpIi1A5FNVGQ,panda-express-menifee,Panda Express,https://s3-media2.fl.yelpcdn.com/bphoto/E2u6KHagl7lKWB0anpUIrQ/o.jpg,False,https://www.yelp.com/biz/panda-express-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,129,"chinese, hotdogs",2.5,"['delivery', 'pickup']",$,+19516797818,(951) 679-7818,7394.3366173206705,,33.68444,-117.17495,30024 Haun Road,SUITE 160,,Menifee,92584,US,CA,"['30024 Haun Road', 'SUITE 160', 'Menifee, CA 92584']"
Jkxn_G896AUfLvmNWsAf4g,starbucks-menifee-6,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/zkkwES0zdVsibfh2633k7g/o.jpg,False,https://www.yelp.com/biz/starbucks-menifee-6?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,102,coffee,2.5,['delivery'],$$,+19517237374,(951) 723-7374,9501.194651472406,,33.684649,-117.151672,29121 Newport Rd,Unit 3,,Menifee,92584,US,CA,"['29121 Newport Rd', 'Unit 3', 'Menifee, CA 92584']"
RxMG9cOeg9V7g-HAtLQpZg,castanedas-mexican-food-sun-city,Castaneda's Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/EHx8FUMmawzX580o9JfLdg/o.jpg,False,https://www.yelp.com/biz/castanedas-mexican-food-sun-city?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,113,mexican,2.0,"['delivery', 'pickup']",$,+19516796416,(951) 679-6416,5952.59929539245,,33.71435,-117.192325,28005 Bradley Rd,,,Sun City,92301,US,CA,"['28005 Bradley Rd', 'Sun City, CA 92301']"
eb12GcntmnlQkWp3LN2M7g,santanas-mexican-food-sun-city,Santana's Mexican Food,https://s3-media2.fl.yelpcdn.com/bphoto/txZJIH8w651rdJJ-kOIoMQ/o.jpg,False,https://www.yelp.com/biz/santanas-mexican-food-sun-city?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,82,mexican,2.5,['delivery'],$,+19516791638,(951) 679-1638,5951.122861445355,,33.714351,-117.192321,28005 Bradley Rd,#A,,Sun City,92586,US,CA,"['28005 Bradley Rd', '#A', 'Sun City, CA 92586']"
nagYd_Cf1v-fd9IoOHP8Ng,anguiano-s-bakery-menifee-2,Anguiano’s Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/hoQIO-euFiJaCE7K-wxnLQ/o.jpg,False,https://www.yelp.com/biz/anguiano-s-bakery-menifee-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,5,"desserts, bakeries",5.0,[],,+19517231490,(951) 723-1490,5864.622174206911,,33.71052,-117.19194,26816 Cherry Hills Blvd,,,Menifee,92586,US,CA,"['26816 Cherry Hills Blvd', 'Menifee, CA 92586']"
IxJMDEUOTIcp_4Tcyn4Fog,you-name-it-cookies-lake-elsinore-2,You Name It Cookies,https://s3-media1.fl.yelpcdn.com/bphoto/w6vu83bTNVpaVWXEbUXjFQ/o.jpg,False,https://www.yelp.com/biz/you-name-it-cookies-lake-elsinore-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,5,desserts,5.0,[],,+19514403845,(951) 440-3845,7557.0635156065155,,33.6680772,-117.3272615,,,,Lake Elsinore,92532,US,CA,"['Lake Elsinore, CA 92532']"
wHdzEbkl3T1uKZU-ui2-xg,little-caesars-pizza-menifee,Little Caesars Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/_Zeb4kGoBDKiiMuzXdJoCQ/o.jpg,False,https://www.yelp.com/biz/little-caesars-pizza-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,142,"pizza, hotdogs",2.0,[],$,+19513019194,(951) 301-9194,6024.5310354476105,,33.6860089359668,-117.189518398023,26910 Newport Rd,,,Menifee,92584,US,CA,"['26910 Newport Rd', 'Menifee, CA 92584']"
7Y_M9oKVdSQm9xMsIVBkqA,panda-express-lake-elsinore,Panda Express,https://s3-media4.fl.yelpcdn.com/bphoto/wOkaCQWKM167TbqqgCBXeg/o.jpg,False,https://www.yelp.com/biz/panda-express-lake-elsinore?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,135,"chinese, hotdogs",2.0,"['delivery', 'pickup']",$,+19516744689,(951) 674-4689,7547.888117937264,,33.695035,-117.334942,29255 Central Ave.,,,Lake Elsinore,92532,US,CA,"['29255 Central Ave.', 'Lake Elsinore, CA 92532']"
jsVvBcB2i0uyplnKK7eD1Q,churro-truck-moreno-valley-2,Churro Truck,https://s3-media3.fl.yelpcdn.com/bphoto/eMm1KEkifqCu5wRo4NaZ8w/o.jpg,False,https://www.yelp.com/biz/churro-truck-moreno-valley-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,38,"desserts, catering, foodtrucks",4.5,[],,+19514359139,(951) 435-9139,27983.881250845185,,33.93843,-117.2011,,,,Moreno Valley,92555,US,CA,"['Moreno Valley, CA 92555']"
K4bTi-nzacTY4-YrtRVXvg,chick-fil-a-lake-elsinore-3,Chick-fil-A,https://s3-media1.fl.yelpcdn.com/bphoto/lYF5ltj4c0nfE-8pC0-E6g/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-lake-elsinore-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,113,"hotdogs, chickenshop",2.5,['delivery'],,+19514711123,(951) 471-1123,7601.7203038932885,,33.691357,-117.335199,18601 Dexter Ave,,,Lake Elsinore,92532,US,CA,"['18601 Dexter Ave', 'Lake Elsinore, CA 92532']"
NALwVV0FwFQxhJNSAwYf6A,mcdonalds-menifee,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/83oH7CBAoMgQ2hQRzKGkJA/o.jpg,False,https://www.yelp.com/biz/mcdonalds-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,221,"coffee, burgers, hotdogs",1.5,['delivery'],$,+19515665960,(951) 566-5960,5955.961173962894,,33.68451,-117.19066,26875 Newport Rd,,,Menifee,92584,US,CA,"['26875 Newport Rd', 'Menifee, CA 92584']"
7rHaZSudzN41ZGq84F22Jg,la-jarochita-tortilleria-perris,La  Jarochita Tortilleria,https://s3-media2.fl.yelpcdn.com/bphoto/mT2rUjEieNUBe6c_n8FaNQ/o.jpg,False,https://www.yelp.com/biz/la-jarochita-tortilleria-perris?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,6,"mexican, grocery",5.0,[],,+19514205070,(951) 420-5070,9682.415415790767,,33.78155,-117.22889,430 South D St,,,Perris,92570,US,CA,"['430 South D St', 'Perris, CA 92570']"
H35Uj92N9aKeuolQopPvgQ,del-taco-lake-elsinore-2,Del Taco,https://s3-media3.fl.yelpcdn.com/bphoto/QL4f0H6F05A7iux2z8IXFQ/o.jpg,False,https://www.yelp.com/biz/del-taco-lake-elsinore-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,86,mexican,2.0,['delivery'],$,+19516745771,(951) 674-5771,6057.639692180506,,33.65682,-117.29777,31904 Mission Trl,,,Lake Elsinore,92530,US,CA,"['31904 Mission Trl', 'Lake Elsinore, CA 92530']"
XTO_ITdEOYUUUs3hmmdaMA,yogurt-biz-lake-elsinore,Yogurt Biz,https://s3-media1.fl.yelpcdn.com/bphoto/OrYZoKuIgvwXx1INDfGRcA/o.jpg,False,https://www.yelp.com/biz/yogurt-biz-lake-elsinore?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,51,icecream,2.5,['delivery'],$,+19514712168,(951) 471-2168,5426.228757785516,,33.6636,-117.29564,31810 Grape St,Ste A,,Lake Elsinore,92532,US,CA,"['31810 Grape St', 'Ste A', 'Lake Elsinore, CA 92532']"
P2hs9czk4_mM-Mbyt7QFgg,starbucks-menifee-5,Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/-_B_yMBmM3MlzuX52LnQeA/o.jpg,False,https://www.yelp.com/biz/starbucks-menifee-5?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,26,coffee,3.5,['delivery'],$$,+19516792117,(951) 679-2117,7927.122480306451,,33.684135,-117.16901,30125 Antelope Rd,,Ralphs Menifee 140,Menifee,92584,US,CA,"['30125 Antelope Rd', 'Ralphs Menifee 140', 'Menifee, CA 92584']"
egJBVPS0WF2l2vjq1mUNPw,papa-johns-pizza-menifee-5,Papa John's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/Lyq3DGvnt1trQX9S6I5-Sw/o.jpg,False,https://www.yelp.com/biz/papa-johns-pizza-menifee-5?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,81,pizza,2.5,"['delivery', 'pickup']",$,+19516797272,(951) 679-7272,7892.838159429872,,33.683545,-117.169528,30145 Antelope Rd,Ste B102,,Menifee,92584,US,CA,"['30145 Antelope Rd', 'Ste B102', 'Menifee, CA 92584']"
uslHZNi_XczYJZVpr3tumQ,el-pollo-loco-menifee,El Pollo Loco,https://s3-media3.fl.yelpcdn.com/bphoto/e0uuyQKCr1eCePD-CGOWCw/o.jpg,False,https://www.yelp.com/biz/el-pollo-loco-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,188,"mexican, hotdogs",2.0,['delivery'],$,+19516726880,(951) 672-6880,7316.9191701685,,33.682959,-117.176017,30147 Haun Rd,,,Menifee,92584,US,CA,"['30147 Haun Rd', 'Menifee, CA 92584']"
4NWTweSF_ppRYTxXgt_rKg,wienerschnitzel-lake-elsinore-2,Wienerschnitzel,https://s3-media1.fl.yelpcdn.com/bphoto/GthFKqTyDGiw_sm9o1ZMUg/o.jpg,False,https://www.yelp.com/biz/wienerschnitzel-lake-elsinore-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,41,"sandwiches, hotdog, hotdogs",3.0,['delivery'],$,+19516745817,(951) 674-5817,8145.447999958285,,33.69176,-117.34127,18284 Collier Ave,#200,,Lake Elsinore,92530,US,CA,"['18284 Collier Ave', '#200', 'Lake Elsinore, CA 92530']"
1qDIFChteQ1appyGAcyrkw,birreria-el-guero-perris,Birreria el Guero,https://s3-media2.fl.yelpcdn.com/bphoto/d5e5ZnEo7Eya7810wQNAog/o.jpg,False,https://www.yelp.com/biz/birreria-el-guero-perris?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,10,mexican,4.0,[],,+19514205029,(951) 420-5029,9439.336719977418,,33.7815180047107,-117.244958840311,546 Indian Hills Cir,,,Perris,92570,US,CA,"['546 Indian Hills Cir', 'Perris, CA 92570']"
UA4bgfSjD6At4LQRV0h3Cw,mr-you-perris-2,Mr. You,https://s3-media1.fl.yelpcdn.com/bphoto/OFDlrKD-C3COT-ccIVk8dg/o.jpg,False,https://www.yelp.com/biz/mr-you-perris-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,43,chinese,3.0,['delivery'],$,+19519406500,(951) 940-6500,9956.611515761244,,33.7824897766113,-117.221618652344,406 E 4th St,,,Perris,92570,US,CA,"['406 E 4th St', 'Perris, CA 92570']"
iruXJBqYLTm1Nl-o6v0hqQ,baskin-robbins-menifee,Baskin Robbins,https://s3-media4.fl.yelpcdn.com/bphoto/ciITW2Ossxp0FbUTjo8JQw/o.jpg,False,https://www.yelp.com/biz/baskin-robbins-menifee?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,54,icecream,2.5,['delivery'],$,+19513011300,(951) 301-1300,7412.820383475737,,33.6834599,-117.17467,30080 Haun Rd,Ste 340,,Menifee,92584,US,CA,"['30080 Haun Rd', 'Ste 340', 'Menifee, CA 92584']"
Ej5E-HyYmcCLHweOXxiIqw,raised-donuts-lake-elsinore,Raised Donuts,https://s3-media2.fl.yelpcdn.com/bphoto/a80X_DVIbieqONb4iA4eLw/o.jpg,False,https://www.yelp.com/biz/raised-donuts-lake-elsinore?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,11,"donuts, desserts, bagels",4.5,[],$,+19516785553,(951) 678-5553,10198.592647179832,,33.61636,-117.30661,19980 Grand Ave,Ste E,,Lake Elsinore,92530,US,CA,"['19980 Grand Ave', 'Ste E', 'Lake Elsinore, CA 92530']"
ZVPk5xdM9tVV6A8r5WXeLg,jc-pet-care-winchester-3,JC Pet Care,https://s3-media2.fl.yelpcdn.com/bphoto/_ArQ2uoeCxE3Wbn3t1HH-g/o.jpg,False,https://www.yelp.com/biz/jc-pet-care-winchester-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,14,"petboarding, dog_parks",4.5,[],,+19515817837,(951) 581-7837,20569.989839667494,,33.57353,-117.08774,32775 Bootlegg Rd,,,Winchester,92596,US,CA,"['32775 Bootlegg Rd', 'Winchester, CA 92596']"
OkFC_ROrwckKUvCJqV8ZGA,del-taco-lake-elsinore-3,Del Taco,https://s3-media4.fl.yelpcdn.com/bphoto/KuVBlTN6tkbPDGVbv1gsug/o.jpg,False,https://www.yelp.com/biz/del-taco-lake-elsinore-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,58,mexican,3.0,['delivery'],$,+19512452710,(951) 245-2710,7521.74513875634,,33.6952286,-117.3346863,29245 Central Ave,,,Lake Elsinore,92532,US,CA,"['29245 Central Ave', 'Lake Elsinore, CA 92532']"
qSq8lh0YpVcghv5sfk-kNg,stater-bros-markets-sun-city-2,Stater Bros. Markets,https://s3-media2.fl.yelpcdn.com/bphoto/yGfVTrHLoO0hwfhgNrTeSA/o.jpg,False,https://www.yelp.com/biz/stater-bros-markets-sun-city-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,24,"delis, grocery, butcher",3.0,[],$,+19516796655,(951) 679-6655,5843.058631170893,,33.711404,-117.192588,27160 Sun City Blvd,,,Sun City,92586,US,CA,"['27160 Sun City Blvd', 'Sun City, CA 92586']"
