Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Kit Type,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
cuckoo clock,,Natural,NA,NA,NA,No,No,No,NA,None,3200,800,Beige,Beige,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_0_0,0_0,915,YkqSGut473PFEpLjj
cuckoo clock,,Green,NA,NA,NA,No,No,No,NA,None,3200,800,Green,Brown,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_1_0,1_0,915,5vQjTtmpbQKt3BTLe
cuckoo clock,,Blue,NA,NA,NA,No,No,No,NA,None,3200,800,Blue,Brown,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_2_0,2_0,915,pTvXozhSHgn4GkDdN
cuckoo clock,,Yellow,NA,NA,NA,No,No,No,NA,None,3200,800,Yellow,Beige,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_3_0,3_0,915,3yfvreNYdjbtj84fY
cuckoo clock,,Red,NA,NA,NA,No,No,No,NA,None,3200,800,Red,Brown,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_4_0,4_0,915,Yu8JF2SwWhTmiqeG7
cuckoo clock,,White,NA,NA,NA,No,No,No,NA,None,3200,800,White,White,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_5_0,5_0,915,jTjxtMtHjrP7e8Yy8
cuckoo clock,,Black,NA,NA,NA,No,No,No,NA,None,3200,800,Black,Black,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,child's room,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuckooclock_Remake_6_0,6_0,915,k8c59yKdpH2dTD43C
cute wall-mounted clock,,White,NA,NA,NA,No,No,No,NA,None,1200,300,White,Pink,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_0_0,0_0,3996,oL9aQ7wvxNZqHuNMu
cute wall-mounted clock,,Sky blue,NA,NA,NA,No,No,No,NA,None,1200,300,Aqua,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_1_0,1_0,3996,XKyofHP5PRaczSckT
cute wall-mounted clock,,Yellow,NA,NA,NA,No,No,No,NA,None,1200,300,Yellow,Orange,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_2_0,2_0,3996,qsSnrxyz7L4yTRTk6
cute wall-mounted clock,,Red,NA,NA,NA,No,No,No,NA,None,1200,300,Red,Red,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_3_0,3_0,3996,SFW7JQoDPPKQbZbEw
cute wall-mounted clock,,Blue,NA,NA,NA,No,No,No,NA,None,1200,300,Blue,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,fancy,None,cute,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrCuteClockW_Remake_4_0,4_0,3996,JcBgt9ca5GEzik5M9
dark lily wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,1600,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuriRare,NA,5770,hK45uJh5Jniz9cxpZ
dark rose wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,4320,Black,Purple,NA,NA,1x1,Crafting,,NA,NA,103,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseRare,NA,5766,5w5rk2xDXwiFP8EGD
dark tulip wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,1600,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,fancy,horror,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathTulipRare,NA,5771,WYEwdpAPRqiAvTgvv
deer decoration,,Natural,Paint color,NA,NA,Yes,Yes,No,2,Normal,NFS,960,Orange,Orange,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_0_0,0_0,3340,dji4bHpAttN6oLt4q
deer decoration,,Ash,Paint color,NA,NA,Yes,Yes,No,2,Normal,NFS,960,Beige,Beige,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_1_0,1_0,3340,LJjZ84u42mebMssSy
deer decoration,,Ivory,Paint color,NA,NA,Yes,Yes,No,2,Normal,NFS,960,Yellow,Yellow,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_2_0,2_0,3340,W99mj3gdfctbZbJSK
deer decoration,,White,Paint color,NA,NA,Yes,Yes,No,2,Normal,NFS,960,White,White,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_3_0,3_0,3340,iFNWrHjuaGLFaFNjw
deer decoration,,Black,Paint color,NA,NA,Yes,Yes,No,2,Normal,NFS,960,Black,Black,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrHuntingtrophy_Remake_4_0,4_0,3340,XYewRPe8EZcyFi5ff
diner neon clock,,Red,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,Red,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_0_0,0_0,4144,AQG2jihcobK8xgHBX
diner neon clock,,Red,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,Red,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_0_1,0_1,4144,BSD2EEfYnvP3w7Lat
diner neon clock,,Red,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,Red,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_0_2,0_2,4144,BNasGEvtitX2LNwiL
diner neon clock,,Blue,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,Blue,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_1_0,1_0,4144,MC4LsKsvtL2vJ6KaR
diner neon clock,,Blue,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,Blue,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_1_1,1_1,4144,Ed5nzJtwF5wmbZYZ7
diner neon clock,,Blue,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,Blue,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_1_2,1_2,4144,SrEYTuQf7nPL3darP
diner neon clock,,Yellow,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,Yellow,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_2_0,2_0,4144,orcDMn7GEESmqmd3c
diner neon clock,,Yellow,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,Yellow,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_2_1,2_1,4144,eh2kY8qGDPfXCqizA
diner neon clock,,Yellow,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,Yellow,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_2_2,2_2,4144,bL2eoRBthWjqQk9p4
diner neon clock,,Aquamarine,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,Green,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_3_0,3_0,4144,933jFXZSQ3re4Laea
diner neon clock,,Aquamarine,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,Green,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_3_1,3_1,4144,wNaisHm652GQXo8YP
diner neon clock,,Aquamarine,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,Green,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_3_2,3_2,4144,ChzYntcBrs2tkqbgF
diner neon clock,,Pink,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,Pink,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_4_0,4_0,4144,aM6kY4xaZJyTpSFaE
diner neon clock,,Pink,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,Pink,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_4_1,4_1,4144,pMyZMX767SiBRx7Ho
diner neon clock,,Pink,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,Pink,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_4_2,4_2,4144,AzDPSwSqB7eEN85eR
diner neon clock,,Cream,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,White,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_5_0,5_0,4144,M3sbc37oNno3Y2y4f
diner neon clock,,Cream,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,White,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_5_1,5_1,4144,ySXL4ENG8PXbDfYFv
diner neon clock,,Cream,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,White,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_5_2,5_2,4144,rmTkAf4Cy4wq7CDfC
diner neon clock,,Purple,NA,Red lines,Clock face,No,No,Yes,1,Normal,1500,375,Purple,Colorful,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_6_0,6_0,4144,4iiYR67YwbL2FXriM
diner neon clock,,Purple,NA,Blue bee,Clock face,No,No,Yes,1,Normal,1500,375,Purple,Blue,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_6_1,6_1,4144,JWQaihPLMCkpumxRY
diner neon clock,,Purple,NA,B & W numeral,Clock face,No,No,Yes,1,Normal,1500,375,Purple,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,shop,None,diner,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrAmeretroClock_Remake_6_2,6_2,4144,kuTAXNY67mHKkt8vf
double-sided wall clock,,Black,NA,NA,NA,No,No,No,NA,None,1100,275,Black,White,NA,NA,0.5x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBothsideclockWall_Remake_0_0,0_0,4133,DwQN4SEyH4mrmE5GL
double-sided wall clock,,White,NA,NA,NA,No,No,No,NA,None,1100,275,White,White,NA,NA,0.5x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBothsideclockWall_Remake_1_0,1_0,4133,i7Bfrh7N29irz5Yc9
double-sided wall clock,,Silver,NA,NA,NA,No,No,No,NA,None,1100,275,Gray,White,NA,NA,0.5x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBothsideclockWall_Remake_2_0,2_0,4133,dbiAnWZE7xaHiz4uh
double-sided wall clock,,Green,NA,NA,NA,No,No,No,NA,None,1100,275,Aqua,White,NA,NA,0.5x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBothsideclockWall_Remake_3_0,3_0,4133,sF9NAuPLLFhneX3Kz
double-sided wall clock,,Red,NA,NA,NA,No,No,No,NA,None,1100,275,Red,Black,NA,NA,0.5x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBothsideclockWall_Remake_4_0,4_0,4133,JwANNqWup9x6yPLkM
double-sided wall clock,,Yellow,NA,NA,NA,No,No,No,NA,None,1100,275,Yellow,Red,NA,NA,0.5x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBothsideclockWall_Remake_5_0,5_0,4133,6zNYbfhoA4T2hv3TT
exit sign,,←,NA,NA,NA,No,No,No,NA,None,810,202,Green,White,NA,NA,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrExit_Remake_0_0,0_0,955,KPuyujsNorFJ5NAMR
exit sign,,→,NA,NA,NA,No,No,No,NA,None,810,202,Green,White,NA,NA,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrExit_Remake_1_0,1_0,955,JgAsmzHX9CnaEFP4o
exit sign,,Red exit,NA,NA,NA,No,No,No,NA,None,810,202,Red,White,NA,NA,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrExit_Remake_2_0,2_0,955,x4cznjrg3EzHCcLy8
exit sign,,← →,NA,NA,NA,No,No,No,NA,None,810,202,Black,Green,NA,NA,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrExit_Remake_3_0,3_0,955,Fui7cPXS4FdJbC5AH
fancy lily wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,1200,Pink,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuriMix,NA,5677,8PemBLHX35teZJkzR
fancy mum wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,1200,Pink,Red,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMumMix,NA,5749,g9AQk7fhJK4ugWzef
fancy rose wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,1200,Pink,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseMix,NA,5747,2qqKqAEwdH3MA43hH
festive wreath,,NA,NA,NA,NA,No,No,No,NA,None,NFS,375,Green,Red,NA,NA,1x1,All villagers,,Toy Day (ready days phase 2); Toy Day,Yes,351,party,fancy,festive,None,None,No,Space,No,No lighting,Yes,Not for sale,1.6.0,Yes,FtrDoorOrnamentXmasWreath,NA,13357,PuW3BG8bjWjicAGJL
fish doorplate,,Light blue,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Aqua,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_0_0,0_0,4764,4YpkwmX78YQKie4oA
fish doorplate,,Red,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Red,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_1_0,1_0,4764,X2DFdTYe8RXaitwDz
fish doorplate,,Orange,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Orange,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_2_0,2_0,4764,jMRxPL2SjToiEnHbY
fish doorplate,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Yellow,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_3_0,3_0,4764,LmeMvCyCjxf3MCrJF
fish doorplate,,Green,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Green,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_4_0,4_0,4764,L6W9hD2AaGS934K6C
fish doorplate,,Blue,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Purple,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_5_0,5_0,4764,pKcKmXwWioDg9fLKp
fish doorplate,,Black,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Black,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_6_0,6_0,4764,PuadbAvPoL8QvDG9R
fish doorplate,,Gray,Color,NA,NA,No,Yes,No,1,Normal,NFS,90,Gray,White,NA,NA,1x1,C.J.,,Fishing Tourney,Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_7_0,7_0,4764,Kwkg8BKh54FHkGrP7
fish plaque,,NA,NA,NA,NA,No,No,No,NA,None,NFS,300,Yellow,Brown,NA,NA,1x1,Blathers,Reward for completing the Stamp Rally in the fish gallery during International Museum Day,International Museum Day,Yes,0,expensive,den,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.2.0,Yes,FtrMuseumFishWall,0_0,12486,RdYGQnDdR5PNJaFgH
fish print,,Giant trevally,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_0_0,0_0,3699,h3o6vTzCgbEeCX7Qk
fish print,,Red snapper,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Red,Colorful,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_1_0,1_0,3699,kykeYHGMomE6ib3Cf
fish print,,Blue marlin,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_2_0,2_0,3699,YWaH5Lk8A4nXg3ajd
fish print,,Squid,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_3_0,3_0,3699,pGRX55vBK5sMdRoDB
fish print,,Black bass,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_4_0,4_0,3699,rwsxsf5HQZZEJpAyz
fish print,,Carp,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_5_0,5_0,3699,2s8HgjfPbpwxnKzZZ
fish print,,Giant snakehead,Variation,NA,NA,No,Yes,No,1,Normal,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney,Yes,501,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_6_0,6_0,3699,WJZChi5WzkoABaJXJ
fishing-boat flag,,Nintenmaru - Big Catch,NA,NA,NA,No,No,No,NA,None,2200,550,Colorful,Yellow,NA,NA,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_0_0,0_0,3583,WLrh6WSuT6GRaeXJ4
fishing-boat flag,,Tsurukamemaru - Longevity,NA,NA,NA,No,No,No,NA,None,2200,550,Colorful,Yellow,NA,NA,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_1_0,1_0,3583,CM4TC6fZ3A56nu4oc
fishing-boat flag,,Marufukumaru - Bounty,NA,NA,NA,No,No,No,NA,None,2200,550,Colorful,Yellow,NA,NA,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_2_0,2_0,3583,6fkTnq6gtKGNZ2hkd
